transaction_id,user_id,receiver_id,receiver_type,amount,timestamp,date,hour_of_day,day_of_week,is_weekend,is_night_transaction,time_since_last_txn_min,transaction_type,payment_app,device_type,status,user_city_tier,user_kyc_status,user_avg_monthly_txn,user_avg_txn_value,user_loyalty_score,new_device_flag,ip_location_mismatch,failed_attempts_last_24h,transaction_velocity,amount_deviation_score,is_fraud,recurring_payment_flag,balance_after_transaction,transaction_frequency_score
TXN0008674,USR00312,MRC0025,Merchant,856.27,2024-02-02 18:58,2024-02-02,18,Friday,0,0,-268423.75,P2M,PhonePe,iOS,Success,Tier 1,Verified,29,907.21,0.101,0,0,4,1,0.0562,0,0,31959.78,0.58
TXN0013257,USR00422,MRC0202,Merchant,706.66,2024-02-02 19:12,2024-02-02,19,Friday,0,0,-179003.8,Bill Payment,Paytm,iOS,Success,Tier 2,Verified,20,316.9,0.869,0,0,0,,1.2299,0,1,17482.65,0.4
TXN0012010,USR00748,MRC0294,Merchant,1216.55,2024-02-02 19:32,2024-02-02,19,Friday,0,0,-458386.97,Bill Payment,GPay,Android,Success,Tier 1,Verified,38,630.61,0.475,0,0,0,4,0.9292,0,1,1094.59,0.76
TXN0009262,USR00824,MRC0186,Merchant,516.4,2024-02-02 20:13,2024-02-02,20,Friday,0,0,-363031.73,P2M,GPay,Android,Success,Tier 3,Verified,14,287.77,0.174,0,0,0,0,0.7945,0,0,73721.59,0.28
TXN0000948,USR01681,MRC0365,Merchant,160.82,2024-02-02 20:51,2024-02-02,20,Friday,0,0,,Bill Payment,PhonePe,Android,Success,Tier 1,Not Verified,44,431.48,0.157,0,0,0,0,0.6273,0,1,64497.34,0.88
TXN0019153,USR01876,MRC0195,Merchant,340,2024-02-02 21:50,2024-02-02,21,Friday,0,0,-181456.63,P2M,PhonePe,Android,Success,Tier 3,Verified,21,246.34,0.793,0,0,1,0,0.3802,0,0,45814.86,0.42
TXN0009495,USR01288,USR00532,User,1353.95,2024-02-02 21:53,2024-02-02,21,Friday,0,0,-376674.83,P2P,Amazon Pay,Android,Success,Tier 1,Verified,44,1135.59,0.727,0,0,0,,0.1923,0,0,38421.48,0.88
TXN0002601,USR01961,MRC0199,Merchant,1041.36,2024-02-02 22:24,2024-02-02,22,Friday,0,1,,P2M,Paytm,Android,Success,Tier 2,Verified,30,1028.83,0.425,0,0,0,1,0.0122,0,0,1126.3,0.6
TXN0010119,USR00146,MRC0203,Merchant,713.59,2024-02-02 23:09,2024-02-02,23,Friday,0,1,-250111.45,Bill Payment,GPay,Android,Success,Tier 1,Verified,47,342.34,0.788,0,0,2,0,1.0844,0,1,57273.45,0.94
TXN0003173,USR00136,MRC0247,Merchant,434.96,2024-02-03 00:31,2024-02-03,0,Saturday,1,1,-289540.37,Subscription,GPay,Android,Success,Tier 2,Verified,28,399.41,0.307,0,0,0,,0.089,0,1,59169.81,0.56
TXN0002344,USR00051,MRC0246,Merchant,164.13,2024-02-03 00:37,2024-02-03,0,Saturday,1,1,-66089.83,Bill Payment,PhonePe,Android,Success,Tier 2,Verified,34,339.59,0.312,0,0,0,0,0.5167,0,1,70814.61,0.68
TXN0007232,USR00715,USR01700,User,712.75,2024-02-03 00:58,2024-02-03,0,Saturday,1,1,-116960.6,P2P,PhonePe,Android,Success,Tier 2,Verified,30,690,0.634,0,0,0,0,0.033,0,0,30161.46,0.6
TXN0011817,USR00850,MRC0208,Merchant,255.15,2024-02-03 01:31,2024-02-03,1,Saturday,1,1,-234296.52,Recharge,Paytm,Android,Success,Tier 3,Not Verified,19,263.43,0.174,0,0,0,0,0.0314,0,0,55291.84,0.38
TXN0008817,USR01007,MRC0056,Merchant,583.53,2024-02-03 02:00,2024-02-03,2,Saturday,1,1,-125496.5,Subscription,PhonePe,iOS,Success,Tier 1,Verified,51,977.64,0.474,0,0,3,0,0.4031,0,1,4462.97,1
TXN0015065,USR01311,MRC0165,Merchant,244.38,2024-02-03 02:17,2024-02-03,2,Saturday,1,1,-235740.27,Recharge,Amazon Pay,Android,Success,Tier 3,Verified,7,468.53,0.473,0,0,2,0,0.4784,0,0,70408.82,0.14
TXN0003449,USR01958,MRC0212,Merchant,1029.6,2024-02-03 03:25,2024-02-03,3,Saturday,1,1,-274981.03,P2M,Amazon Pay,Android,Success,Tier 3,Verified,16,679.16,0.623,0,0,0,0,0.516,0,0,31849.08,0.32
TXN0004979,USR00766,MRC0336,Merchant,1183.58,2024-02-03 03:55,2024-02-03,3,Saturday,1,1,-196767.98,EMI,Paytm,iOS,Success,Tier 1,Verified,43,821.23,0.632,0,0,0,0,0.4412,0,1,44354.75,0.86
TXN0011618,USR00040,MRC0115,Merchant,256.65,2024-02-03 04:04,2024-02-03,4,Saturday,1,1,-239850.95,Bill Payment,GPay,Android,Success,Tier 3,Verified,14,516.99,0.149,0,0,3,0,0.5036,0,1,7164.77,0.28
TXN0006924,USR00199,USR00179,User,102.59,2024-02-03 04:13,2024-02-03,4,Saturday,1,1,44367.75,P2P,Paytm,Android,Success,Tier 3,Verified,16,392.22,0.692,0,0,1,0,0.7384,0,0,37847.93,0.32
TXN0004062,USR00204,MRC0348,Merchant,1866.49,2024-02-03 04:53,2024-02-03,4,Saturday,1,1,,Recharge,PhonePe,Android,Success,Tier 2,Verified,30,532.82,0.428,0,0,0,1,2.503,0,0,18880.32,0.6
TXN0013363,USR01727,MRC0277,Merchant,307.62,2024-02-03 04:58,2024-02-03,4,Saturday,1,1,20549.78,Bill Payment,GPay,iOS,Success,Tier 3,Not Verified,15,327.69,0.783,0,0,1,0,0.0612,0,1,62330.46,0.3
TXN0002960,USR00564,USR01928,User,262.31,2024-02-03 06:10,2024-02-03,6,Saturday,1,0,-265991.22,P2P,Amazon Pay,Android,Success,Tier 2,Not Verified,25,423.81,0.889,0,0,0,4,0.3811,0,0,55381.15,0.5
TXN0003596,USR00131,MRC0244,Merchant,837.22,2024-02-03 06:55,2024-02-03,6,Saturday,1,0,46292.65,P2M,PhonePe,Android,Failed,Tier 2,Not Verified,18,453.99,0.565,0,0,1,0,0.8441,0,0,59208.49,0.36
TXN0015227,USR00713,MRC0005,Merchant,270.43,2024-02-03 07:09,2024-02-03,7,Saturday,1,0,-251858.22,Bill Payment,PhonePe,iOS,Success,Tier 2,Verified,29,1286.78,0.709,1,0,0,0,0.7898,0,1,6351.01,0.58
TXN0006722,USR01039,MRC0260,Merchant,919.73,2024-02-03 07:27,2024-02-03,7,Saturday,1,0,-457153.18,Recharge,BHIM,iOS,Success,Tier 1,Not Verified,18,1449.89,0.724,0,0,1,0,0.3657,0,0,30526.68,0.36
TXN0004439,USR00971,USR01731,User,913.41,2024-02-03 07:44,2024-02-03,7,Saturday,1,0,-350982.92,P2P,GPay,Android,Success,Tier 3,Verified,14,277.28,0.544,0,0,0,0,2.2942,0,0,51364.73,0.28
TXN0007586,USR00773,USR00772,User,276.67,2024-02-03 07:53,2024-02-03,7,Saturday,1,0,,P2P,PhonePe,Android,Success,Tier 3,Verified,13,430.5,0.652,0,0,0,0,0.3573,0,0,1092.38,0.26
TXN0012935,USR00830,MRC0295,Merchant,286.17,2024-02-03 08:37,2024-02-03,8,Saturday,1,0,-335503.07,Recharge,PhonePe,Android,Success,Tier 3,Verified,11,284.47,0.49,0,0,0,0,0.006,0,0,44783.93,0.22
TXN0012603,USR01923,MRC0050,Merchant,926.4,2024-02-03 09:09,2024-02-03,9,Saturday,1,0,-128117.23,Recharge,GPay,Android,Success,Tier 2,Verified,32,651.35,0.663,0,0,2,1,0.4223,0,0,56446.46,0.64
TXN0019651,USR00088,MRC0117,Merchant,255.83,2024-02-03 09:34,2024-02-03,9,Saturday,1,0,-27165.35,Bill Payment,GPay,iOS,Failed,Tier 2,Not Verified,27,301.66,0.292,0,0,0,4,0.1519,0,1,77221.77,0.54
TXN0001769,USR00036,MRC0164,Merchant,147.9,2024-02-03 09:43,2024-02-03,9,Saturday,1,0,-195219.48,Bill Payment,GPay,Web,Success,Tier 3,Verified,21,612.72,0.915,0,0,0,0,0.7586,0,1,70254.22,0.42
TXN0000389,USR00030,MRC0058,Merchant,2213.95,2024-02-03 10:27,2024-02-03,10,Saturday,1,0,,P2M,PhonePe,Android,Success,Tier 2,Verified,30,1243.83,0.834,0,0,2,0,0.7799,0,0,2293.44,0.6
TXN0015291,USR00326,MRC0358,Merchant,613.57,2024-02-03 10:33,2024-02-03,10,Saturday,1,0,-454120.1,P2M,PhonePe,Android,Success,Tier 2,Not Verified,39,1683.85,0.818,0,0,0,,0.6356,0,0,63633.44,0.78
TXN0016114,USR00328,MRC0374,Merchant,92.17,2024-02-03 10:48,2024-02-03,10,Saturday,1,0,-195843.67,Recharge,Paytm,iOS,Success,Tier 2,Verified,32,411.1,0.172,0,0,0,0,,0,0,41658.9,0.64
TXN0000877,USR01672,MRC0337,Merchant,2358.24,2024-02-03 11:11,2024-02-03,11,Saturday,1,0,,Bill Payment,Paytm,iOS,Success,Tier 1,Verified,32,1294.75,0.774,0,0,1,0,0.8214,0,1,75786.84,0.64
TXN0008912,USR00954,MRC0121,Merchant,669.03,2024-02-03 11:36,2024-02-03,11,Saturday,1,0,11243.25,P2M,Amazon Pay,Android,Success,Tier 2,Verified,14,1157.66,0.52,0,0,1,0,0.4221,0,0,76755.15,0.28
TXN0019572,USR01455,MRC0218,Merchant,919.64,2024-02-03 11:43,2024-02-03,11,Saturday,1,0,-89639.02,Subscription,PhonePe,Android,Success,Tier 2,Verified,40,860.02,0.236,0,0,0,1,0.0693,0,1,49185.83,0.8
TXN0008443,USR01037,MRC0164,Merchant,67.41,2024-02-03 11:56,2024-02-03,11,Saturday,1,0,-302550.48,Recharge,PhonePe,Android,Success,Tier 3,Verified,14,252.1,0.24,0,0,3,0,0.7326,0,0,62778.14,0.28
TXN0010717,USR01816,MRC0278,Merchant,1128.15,2024-02-03 11:59,2024-02-03,11,Saturday,1,0,-250837.55,Bill Payment,WhatsApp Pay,Android,Failed,Tier 1,Verified,33,1288.07,0.618,0,0,0,0,0.1242,0,1,36222.13,0.66
TXN0014224,USR01423,USR00731,User,642.16,2024-02-03 12:07,2024-02-03,12,Saturday,1,0,-31174.98,P2P,Paytm,Android,Success,Tier 2,Verified,33,779.99,0.472,0,0,0,1,0.1767,0,0,25906.01,0.66
TXN0011624,USR00663,MRC0131,Merchant,2334.73,2024-02-03 12:18,2024-02-03,12,Saturday,1,0,-456672.2,P2M,GPay,iOS,Success,Tier 2,Verified,13,873.38,0.438,0,0,0,1,1.6732,0,0,29865.83,0.26
TXN0015420,USR01109,USR01059,User,404.09,2024-02-03 12:39,2024-02-03,12,Saturday,1,0,-59514,P2P,BHIM,Android,Success,Tier 3,Verified,23,409.31,0.126,0,0,1,0,0.0128,0,0,41923.21,0.46
TXN0005100,USR00407,USR00957,User,695.19,2024-02-03 13:27,2024-02-03,13,Saturday,1,0,,P2P,GPay,Android,Success,Tier 2,Verified,40,955.31,0.521,0,1,0,0,0.2723,0,0,1087.84,0.8
TXN0007521,USR01095,MRC0356,Merchant,2376.86,2024-02-03 13:42,2024-02-03,13,Saturday,1,0,40924.78,Bill Payment,GPay,iOS,Success,Tier 1,Verified,30,1262.46,0.424,0,1,0,0,0.8827,0,1,50769.11,0.6
TXN0013147,USR00120,MRC0396,Merchant,272.53,2024-02-03 13:54,2024-02-03,13,Saturday,1,0,-428178.5,P2M,PhonePe,iOS,Success,Tier 2,Verified,31,490.68,0.278,0,0,1,0,0.4446,0,0,77913.77,0.62
TXN0005142,USR01606,MRC0210,Merchant,1191.1,2024-02-03 13:57,2024-02-03,13,Saturday,1,0,-113223.87,P2M,GPay,Android,Success,Tier 3,Not Verified,12,422.7,0.893,0,0,4,3,1.8178,0,0,22204.11,0.24
TXN0013847,USR01402,MRC0072,Merchant,872.89,2024-02-03 14:39,2024-02-03,14,Saturday,1,0,-463240.33,Bill Payment,PhonePe,Android,Success,Tier 2,Verified,30,1410.34,0.379,0,0,3,0,0.3811,0,1,61098.11,0.6
TXN0013471,USR00601,USR01071,User,1590.92,2024-02-03 14:56,2024-02-03,14,Saturday,1,0,-294609.1,P2P,Amazon Pay,iOS,Success,Tier 1,Verified,52,188.43,0.743,0,0,0,3,7.443,0,0,26134.8,1
TXN0012166,USR01503,MRC0399,Merchant,174.53,2024-02-03 15:36,2024-02-03,15,Saturday,1,0,-268905.32,Bill Payment,Amazon Pay,Android,Success,Tier 1,Verified,22,334.38,0.904,0,0,0,0,0.478,0,1,19037.43,0.44
TXN0017623,USR00084,MRC0392,Merchant,1312.21,2024-02-03 16:43,2024-02-03,16,Saturday,1,0,-427123.27,P2M,BHIM,Android,Success,Tier 1,Verified,67,1442.63,0.727,1,0,0,0,0.0904,0,0,40305.67,1
TXN0015603,USR00904,MRC0322,Merchant,1074.03,2024-02-03 16:48,2024-02-03,16,Saturday,1,0,-340860.13,P2M,GPay,iOS,Success,Tier 2,Verified,20,499.25,0.566,0,0,2,0,1.1513,0,0,29459.6,0.4
TXN0007031,USR00753,MRC0356,Merchant,623.07,2024-02-03 17:08,2024-02-03,17,Saturday,1,0,-330359.65,Recharge,WhatsApp Pay,Android,Failed,Tier 2,Verified,35,681.14,0.976,0,0,1,2,0.0853,0,0,60526.57,0.7
TXN0013655,USR00812,MRC0373,Merchant,219.79,2024-02-03 17:32,2024-02-03,17,Saturday,1,0,-294667.5,P2M,GPay,Android,Failed,Tier 2,Not Verified,37,255.19,0.137,1,0,0,0,0.1387,0,0,5293.41,0.74
TXN0002295,USR01581,MRC0055,Merchant,1814.14,2024-02-03 18:20,2024-02-03,18,Saturday,1,0,-7509.42,P2M,Paytm,Android,Success,Tier 1,Verified,56,1158.84,0.628,0,0,0,0,0.5655,0,0,35114.45,1
TXN0014632,USR01888,MRC0079,Merchant,453.36,2024-02-03 18:26,2024-02-03,18,Saturday,1,0,-424471.72,Recharge,GPay,iOS,Failed,Tier 2,Verified,24,335.68,0.268,0,0,0,0,0.3506,0,0,20107.89,0.48
TXN0000862,USR00260,USR00046,User,441.32,2024-02-03 18:40,2024-02-03,18,Saturday,1,0,-364001.95,P2P,Paytm,Android,Success,Tier 1,Verified,46,294.17,0.548,0,0,1,0,0.5002,0,0,50669.25,0.92
TXN0016430,USR01676,MRC0180,Merchant,456.73,2024-02-03 18:59,2024-02-03,18,Saturday,1,0,-95930.97,P2M,Amazon Pay,Android,Success,Tier 3,Verified,24,676.7,0.375,0,0,0,4,0.3251,1,0,72978.01,0.48
TXN0012245,USR01360,USR00605,User,995.22,2024-02-03 19:36,2024-02-03,19,Saturday,1,0,-33475.8,P2P,PhonePe,Android,Success,Tier 1,Not Verified,50,621.82,0.781,0,0,0,2,0.6005,0,0,17816.09,1
TXN0000714,USR01063,MRC0362,Merchant,1856.85,2024-02-03 19:45,2024-02-03,19,Saturday,1,0,,Recharge,Paytm,Android,Success,Tier 1,Not Verified,49,610.82,0.651,0,0,0,0,2.0399,0,0,21197.08,0.98
TXN0001973,USR00605,USR00186,User,283.96,2024-02-03 20:21,2024-02-03,20,Saturday,1,0,-113588.1,P2P,Paytm,Android,Success,Tier 1,Verified,35,332.75,0.879,0,0,0,0,0.1466,0,0,28830.5,0.7
TXN0011463,USR01724,MRC0212,Merchant,251.69,2024-02-03 20:46,2024-02-03,20,Saturday,1,0,-258695.97,Bill Payment,BHIM,Web,Success,Tier 1,Verified,31,368.72,0.896,0,0,0,1,0.3174,0,1,60476.01,0.62
TXN0014490,USR00240,USR00292,User,10783.73,2024-02-03 20:54,2024-02-03,20,Saturday,1,0,-239285.3,P2P,PhonePe,iOS,Success,Tier 1,Verified,51,3115.79,0.718,0,0,0,0,2.461,0,0,37294.22,1
TXN0018867,USR00409,MRC0146,Merchant,1092.85,2024-02-03 23:00,2024-02-03,23,Saturday,1,1,-346485.3,P2M,PhonePe,iOS,Success,Tier 2,Verified,30,446,0.812,0,0,0,0,1.4503,0,0,40282.85,0.6
TXN0018575,USR01290,MRC0123,Merchant,330.34,2024-02-03 23:24,2024-02-03,23,Saturday,1,1,-127592.65,Bill Payment,GPay,Android,Success,Tier 1,Verified,31,635.76,0.435,0,0,3,0,0.4804,0,1,37196.47,0.62
TXN0011029,USR01911,MRC0103,Merchant,256.42,2024-02-04 00:20,2024-02-04,0,Sunday,1,1,-51231.58,EMI,GPay,iOS,Success,Tier 1,Verified,41,868.18,0.975,0,0,0,0,0.7046,0,1,42652.82,0.82
TXN0017965,USR00562,MRC0315,Merchant,682.23,2024-02-04 01:02,2024-02-04,1,Sunday,1,1,-1101.08,P2M,BHIM,Web,Success,Tier 1,Verified,54,734.82,0.242,0,0,0,0,0.0716,0,0,56312.3,1
TXN0011112,USR00804,MRC0068,Merchant,537.96,2024-02-04 01:31,2024-02-04,1,Sunday,1,1,32766.38,Bill Payment,GPay,iOS,Success,Tier 2,Verified,14,289.09,0.156,0,0,0,1,0.8609,0,1,76803.86,0.28
TXN0019569,USR01751,USR00764,User,598.73,2024-02-04 02:40,2024-02-04,2,Sunday,1,1,-326409.12,P2P,GPay,iOS,Success,Tier 2,Verified,39,916.22,0.787,0,0,0,0,0.3465,0,0,1632.79,0.78
TXN0010260,USR01300,MRC0236,Merchant,16.58,2024-02-04 02:44,2024-02-04,2,Sunday,1,1,-17981.5,EMI,GPay,iOS,Success,Tier 3,Verified,11,117.57,0.756,0,0,0,0,0.859,0,1,79930,0.22
TXN0012445,USR01502,MRC0147,Merchant,797.06,2024-02-04 03:42,2024-02-04,3,Sunday,1,1,-41567.88,P2M,Paytm,Android,Success,Tier 1,Verified,49,1189.32,0.575,0,0,0,4,0.3298,0,0,50758.59,0.98
TXN0001975,USR00904,USR01092,User,534.17,2024-02-04 03:45,2024-02-04,3,Sunday,1,1,,P2P,PhonePe,Android,Success,Tier 2,Verified,20,499.25,0.566,0,0,0,4,0.0699,0,0,29164.72,0.4
TXN0005106,USR00885,MRC0255,Merchant,139.85,2024-02-04 03:49,2024-02-04,3,Sunday,1,1,-288021.88,P2M,PhonePe,Android,Success,Tier 1,Verified,40,504.7,0.529,0,0,2,1,0.7229,0,0,59877.66,0.8
TXN0011386,USR00672,MRC0318,Merchant,2699.33,2024-02-04 04:02,2024-02-04,4,Sunday,1,1,-26332.88,P2M,GPay,iOS,Success,Tier 1,Verified,22,640.65,0.103,0,0,0,0,3.2134,0,0,14660.42,0.44
TXN0005278,USR00564,USR01874,User,891.03,2024-02-04 04:21,2024-02-04,4,Sunday,1,1,47248.7,P2P,Amazon Pay,Android,Success,Tier 2,Not Verified,25,423.81,0.889,0,0,0,0,1.1024,0,0,59582.73,0.5
TXN0004642,USR01686,MRC0163,Merchant,177.85,2024-02-04 04:35,2024-02-04,4,Sunday,1,1,-297423.27,P2M,GPay,Android,Success,Tier 1,Verified,41,309.84,0.11,0,0,0,0,0.426,0,0,4058.61,0.82
TXN0014282,USR01773,MRC0146,Merchant,233.97,2024-02-04 05:21,2024-02-04,5,Sunday,1,1,-57288.52,P2M,Paytm,Android,Failed,Tier 2,Verified,22,496.38,0.526,0,0,0,0,0.5286,0,0,66520.33,0.44
TXN0004345,USR00020,USR00445,User,612.27,2024-02-04 05:45,2024-02-04,5,Sunday,1,1,-2281.68,P2P,BHIM,Android,Success,Tier 2,Verified,40,816.47,0.78,0,0,0,0,0.2501,0,0,1725.83,0.8
TXN0007061,USR00757,MRC0017,Merchant,151.65,2024-02-04 06:11,2024-02-04,6,Sunday,1,0,39455.78,P2M,Amazon Pay,iOS,Success,Tier 3,Verified,19,301.79,0.191,0,0,0,0,0.4975,0,0,51367.71,0.38
TXN0006275,USR01862,MRC0193,Merchant,1076.56,2024-02-04 06:15,2024-02-04,6,Sunday,1,0,-22867.85,P2M,GPay,Android,Success,Tier 1,Verified,23,1077.17,0.482,0,0,0,1,0.0006,0,0,669.27,0.46
TXN0015323,USR00112,USR01367,User,269.12,2024-02-04 07:15,2024-02-04,7,Sunday,1,0,-434480.23,P2P,BHIM,Android,Success,Tier 1,Verified,35,906.05,0.849,1,0,0,0,0.703,0,0,71915.33,0.7
TXN0006353,USR00925,USR00506,User,371.96,2024-02-04 07:59,2024-02-04,7,Sunday,1,0,-40177.75,P2P,Paytm,Android,Success,Tier 1,Verified,61,220.93,0.53,0,0,1,0,0.6836,0,0,62712.65,1
TXN0011294,USR00173,MRC0288,Merchant,491.04,2024-02-04 08:28,2024-02-04,8,Sunday,1,0,43346.97,Bill Payment,GPay,Android,Success,Tier 2,Verified,20,378.51,0.23,1,0,0,0,0.2973,0,1,43241.74,0.4
TXN0004452,USR01670,USR01501,User,2238.89,2024-02-04 09:18,2024-02-04,9,Sunday,1,0,-185749.77,P2P,GPay,iOS,Success,Tier 1,Verified,53,1097.49,0.84,1,0,3,0,1.04,0,0,61656.67,1
TXN0013866,USR01534,MRC0050,Merchant,959.21,2024-02-04 09:25,2024-02-04,9,Sunday,1,0,-88041.53,P2M,GPay,iOS,Failed,Tier 2,Verified,25,667.78,0.285,0,0,0,0,0.4364,0,0,67626.28,0.5
TXN0007645,USR00436,MRC0094,Merchant,343.96,2024-02-04 10:01,2024-02-04,10,Sunday,1,0,-295627.7,P2M,GPay,Android,Success,Tier 3,Verified,13,298.41,0.943,0,0,0,0,0.1526,0,0,29932.09,0.26
TXN0017674,USR01954,MRC0344,Merchant,489.55,2024-02-04 10:04,2024-02-04,10,Sunday,1,0,-15549.02,Bill Payment,PhonePe,Android,Success,Tier 3,Verified,18,197.23,0.215,0,0,0,0,1.4821,0,1,45885.91,0.36
TXN0008902,USR01513,MRC0128,Merchant,212.09,2024-02-04 10:22,2024-02-04,10,Sunday,1,0,-64888.4,Bill Payment,Amazon Pay,iOS,Success,Tier 1,Verified,42,503.64,0.203,0,0,0,0,,0,1,16692.52,0.84
TXN0001879,USR01039,MRC0037,Merchant,3064.08,2024-02-04 10:33,2024-02-04,10,Sunday,1,0,,P2M,GPay,Android,Success,Tier 1,Not Verified,18,1449.89,0.724,0,0,0,0,1.1133,0,0,46670.58,0.36
TXN0000929,USR00122,MRC0130,Merchant,203.38,2024-02-04 10:33,2024-02-04,10,Sunday,1,0,,P2M,GPay,Android,Success,Tier 2,Verified,31,465.65,0.609,0,0,0,0,,0,0,60069.83,0.62
TXN0019440,USR01124,MRC0356,Merchant,58.94,2024-02-04 10:34,2024-02-04,10,Sunday,1,0,-364192.48,Recharge,Paytm,Android,Success,Tier 3,Verified,22,61.07,0.133,0,0,0,1,0.0349,0,0,63682.26,0.44
TXN0018576,USR00301,MRC0029,Merchant,346.06,2024-02-04 11:14,2024-02-04,11,Sunday,1,0,-35079.73,P2M,Amazon Pay,Android,Failed,Tier 1,Verified,50,926.34,0.244,0,0,0,1,0.6264,0,0,23489.73,1
TXN0012125,USR01865,USR00070,User,428.39,2024-02-04 11:15,2024-02-04,11,Sunday,1,0,-289211.6,P2P,WhatsApp Pay,Web,Success,Tier 2,Verified,32,323.52,0.775,0,0,0,4,0.3242,0,0,74298.89,0.64
TXN0006080,USR01147,MRC0355,Merchant,28.03,2024-02-04 12:14,2024-02-04,12,Sunday,1,0,-64655.6,P2M,Paytm,Android,Success,Tier 3,Verified,19,111.49,0.407,0,0,1,0,0.7486,0,0,31372.06,0.38
TXN0010953,USR00813,MRC0080,Merchant,1510.83,2024-02-04 12:14,2024-02-04,12,Sunday,1,0,10793.13,P2M,PhonePe,Android,Success,Tier 1,Verified,45,2077.91,0.861,0,0,0,1,0.2729,1,0,41668.66,0.9
TXN0011952,USR00760,MRC0269,Merchant,1124.45,2024-02-04 12:33,2024-02-04,12,Sunday,1,0,-444383.85,Recharge,Paytm,Android,Success,Tier 1,Verified,42,491.54,0.185,0,0,0,3,1.2876,0,0,2140.96,0.84
TXN0017757,USR00274,MRC0314,Merchant,510.57,2024-02-04 13:08,2024-02-04,13,Sunday,1,0,-266629.92,P2M,GPay,Web,Success,Tier 1,Verified,49,730.57,0.373,1,0,1,1,0.3011,1,0,65969.06,0.98
TXN0003011,USR00114,USR00398,User,793.66,2024-02-04 13:11,2024-02-04,13,Sunday,1,0,-295405.82,P2P,Paytm,Android,Success,Tier 3,Verified,12,887.08,0.803,0,0,0,2,0.1053,0,0,2075.55,0.24
TXN0004867,USR01218,MRC0338,Merchant,172.92,2024-02-04 13:13,2024-02-04,13,Sunday,1,0,-321341.92,P2M,Amazon Pay,iOS,Success,Tier 2,Verified,27,614.22,0.259,0,0,0,0,0.7185,0,0,35497.1,0.54
TXN0011713,USR01629,MRC0076,Merchant,511.23,2024-02-04 14:20,2024-02-04,14,Sunday,1,0,-146702.1,Bill Payment,PhonePe,Android,Success,Tier 2,Verified,26,225.1,0.479,1,0,0,0,1.2711,0,1,57284.13,0.52
TXN0007491,USR01518,MRC0143,Merchant,554.06,2024-02-04 14:29,2024-02-04,14,Sunday,1,0,-210388.23,Recharge,WhatsApp Pay,Android,Success,Tier 2,Verified,33,264.18,0.138,0,0,0,0,1.0973,0,0,9132.02,0.66
TXN0002828,USR00159,MRC0052,Merchant,1145.17,2024-02-04 14:57,2024-02-04,14,Sunday,1,0,-252572.25,Bill Payment,GPay,iOS,Success,Tier 2,Verified,35,940.31,0.119,0,0,1,0,0.2179,0,1,4730.24,0.7
TXN0013534,USR01456,USR00406,User,629.23,2024-02-04 15:03,2024-02-04,15,Sunday,1,0,-265198.93,P2P,Paytm,iOS,Success,Tier 2,Verified,37,1411.24,0.234,0,0,1,0,0.5541,0,0,56340.53,0.74
TXN0000795,USR01707,MRC0033,Merchant,365.41,2024-02-04 15:14,2024-02-04,15,Sunday,1,0,,P2M,GPay,iOS,Success,Tier 2,Verified,27,356.02,0.26,0,0,1,0,0.0264,0,0,58119.28,0.54
TXN0006433,USR00466,MRC0383,Merchant,1483.04,2024-02-04 15:41,2024-02-04,15,Sunday,1,0,6165,Bill Payment,Amazon Pay,Android,Success,Tier 1,Verified,42,543.1,0.108,0,0,0,0,1.7307,0,1,49980.47,0.84
TXN0008755,USR00273,MRC0304,Merchant,335.53,2024-02-04 16:27,2024-02-04,16,Sunday,1,0,-225854.78,Bill Payment,GPay,iOS,Success,Tier 3,Verified,14,444.99,0.664,0,0,0,0,0.246,0,1,49766.48,0.28
TXN0006378,USR01995,MRC0032,Merchant,134.75,2024-02-04 16:34,2024-02-04,16,Sunday,1,0,-430062.13,P2M,BHIM,Android,Success,Tier 3,Verified,27,112.61,0.509,0,0,0,0,0.1966,0,0,60829.66,0.54
TXN0009246,USR00078,MRC0372,Merchant,156.17,2024-02-04 17:23,2024-02-04,17,Sunday,1,0,,P2M,GPay,Android,Success,Tier 2,Verified,25,323.15,0.985,0,0,0,0,0.5167,0,0,48998.42,0.5
TXN0008363,USR00657,MRC0114,Merchant,810.52,2024-02-04 17:30,2024-02-04,17,Sunday,1,0,-122131.38,P2M,PhonePe,iOS,Success,Tier 1,Verified,61,609.14,0.642,1,1,0,0,0.3306,0,0,23856.93,1
TXN0001266,USR01534,MRC0073,Merchant,2372.19,2024-02-04 17:39,2024-02-04,17,Sunday,1,0,,P2M,GPay,Android,Success,Tier 2,Verified,25,667.78,0.285,0,0,1,2,2.5524,0,0,31377.42,0.5
TXN0002478,USR01024,MRC0232,Merchant,3272.55,2024-02-04 18:14,2024-02-04,18,Sunday,1,0,-349151.88,P2M,Paytm,iOS,Success,Tier 1,Verified,26,1895.49,0.491,0,0,0,2,0.7265,0,0,50734.73,0.52
TXN0019953,USR01670,MRC0297,Merchant,621.95,2024-02-04 18:29,2024-02-04,18,Sunday,1,0,-182596.07,Subscription,Paytm,iOS,Success,Tier 1,Verified,53,1097.49,0.84,0,1,0,1,0.4333,0,1,32863.14,1
